Day,start_time_program,trial_latency_behav_end,Box,Date,Replicate,Vial_number,Activity,court_duration,Temp,Humidity,BP 12:00 am,BP 8:00 Am,BP Room,Video_Initition,Observation Initiation,Video_End
116,10:43:27,607,A,12,3,1,c,3,25,23,100,100.5,1009,0,0,1251
116,10:43:24,612,A,12,3,2,c,10,25,23,100,100.5,1009,0,54,1251
116,10:44:36,676,A,12,3,2,c,2,25,23,100,100.5,1009,0,54,1251
116,10:44:13,679,A,12,3,4,c,29,25,23,100,100.5,1009,0,271,1251
116,10:44:49,687,A,12,3,2,c,1,25,23,100,100.5,1009,0,54,1251
116,10:44:54,697,A,12,3,4,c,6,25,23,100,100.5,1009,0,271,1251
116,10:45:04,704,A,12,3,4,c,4,25,23,100,100.5,1009,0,271,1251
116,10:45:28,732,A,12,3,4,c,7,25,23,100,100.5,1009,0,271,1251
116,10:44:52,738,A,12,3,2,c,49,25,23,100,100.5,1009,0,54,1251
116,10:45:50,758,A,12,3,1,c,11,25,23,100,100.5,1009,0,0,1251
116,10:46:45,812,A,12,3,2,c,10,25,23,100,100.5,1009,0,54,1251
116,10:46:58,823,A,12,3,4,c,7,25,23,100,100.5,1009,0,271,1251
116,10:47:22,848,A,12,3,2,c,11,25,23,100,100.5,1009,0,54,1251
116,10:47:49,869,A,12,3,4,c,3,25,23,100,100.5,1009,0,271,1251
116,10:47:44,898,A,12,3,2,c,36,25,23,100,100.5,1009,0,54,1251
116,10:48:42,926,A,12,3,2,c,7,25,23,100,100.5,1009,0,54,1251
116,10:49:15,992,A,12,3,2,c,40,25,23,100,100.5,1009,0,54,1251
116,10:50:08,1019,A,12,3,2,c,14,25,23,100,100.5,1009,0,54,1251
116,10:50:21,1022,A,12,3,4,c,3,25,23,100,100.5,1009,0,271,1251
116,10:50:29,1042,A,12,3,1,c,15,25,23,100,100.5,1009,0,0,1251
116,10:51:06,1067,A,12,3,4,c,3,25,23,100,100.5,1009,0,271,1251
116,10:51:00,1068,A,12,3,2,c,11,25,23,100,100.5,1009,0,54,1251
116,10:52:01,1137,A,12,3,2,c,18,25,23,100,100.5,1009,0,54,1251
116,10:52:53,1177,A,12,3,2,c,7,25,23,100,100.5,1009,0,54,1251
116,10:51:57,1178,A,12,3,1,c,64,25,23,100,100.5,1009,0,0,1251
116,10:53:44,1223,A,12,3,4,c,2,25,23,100,100.5,1009,0,271,1251
116,10:53:41,1224,A,12,3,1,c,6,25,23,100,100.5,1009,0,0,1251
116,10:53:38,1226,A,12,3,2,c,10,25,23,100,100.5,1009,0,54,1251
116,11:05:11,77,A,13,1,2,c,4,24,22,101.5,101.8,1021,0,47,1056
116,11:05:48,123,A,13,1,2,c,14,24,22,101.5,101.8,1021,0,47,1056
116,11:06:18,140,A,13,1,1,c,1,24,22,101.5,101.8,1021,0,0,1056
116,11:06:10,143,A,13,1,4,c,11,24,22,101.5,101.8,1021,0,121,1056
116,11:06:05,150,A,13,1,2,c,24,24,22,101.5,101.8,1021,0,47,1056
116,11:06:25,154,A,13,1,3,c,7,24,22,101.5,101.8,1021,0,84,1056
116,11:06:42,172,A,13,1,2,c,8,24,22,101.5,101.8,1021,0,47,1056
116,11:06:59,186,A,13,1,2,c,6,24,22,101.5,101.8,1021,0,47,1056
116,11:06:44,197,A,13,1,3,c,32,24,22,101.5,101.8,1021,0,84,1056
116,11:06:23,221,A,13,1,4,c,77,24,22,101.5,101.8,1021,0,121,1056
116,11:08:03,246,A,13,1,1,c,1,24,22,101.5,101.8,1021,0,0,1056
116,11:07:30,248,A,13,1,3,c,36,24,22,101.5,101.8,1021,0,84,1056
116,11:07:11,252,A,13,1,2,c,59,24,22,101.5,101.8,1021,0,47,1056
116,11:08:08,276,A,13,1,1,c,27,24,22,101.5,101.8,1021,0,0,1056
116,11:08:13,285,A,13,1,2,c,30,24,22,101.5,101.8,1021,0,47,1056
116,11:08:52,306,A,13,1,1,c,12,24,22,101.5,101.8,1021,0,0,1056
116,11:09:15,350,A,13,1,3,c,34,24,22,101.5,101.8,1021,0,84,1056
116,11:09:34,370,A,13,1,2,c,37,24,22,101.5,101.8,1021,0,47,1056
116,11:09:55,375,A,13,1,3,c,24,24,22,101.5,101.8,1021,0,84,1056
116,11:10:21,391,A,13,1,3,c,9,24,22,101.5,101.8,1021,0,84,1056
116,11:09:08,394,A,13,1,1,c,85,24,22,101.5,101.8,1021,0,0,1056
116,11:10:32,396,A,13,1,2,c,3,24,22,101.5,101.8,1021,0,47,1056
116,11:10:42,406,A,13,1,1,c,2,24,22,101.5,101.8,1021,0,0,1056
116,11:11:01,424,A,13,1,3,c,2,24,22,101.5,101.8,1021,0,84,1056
116,11:11:16,448,A,13,1,3,c,11,24,22,101.5,101.8,1021,0,84,1056
116,11:11:04,457,A,13,1,1,c,32,24,22,101.5,101.8,1021,0,0,1056
116,11:11:32,461,A,13,1,3,c,8,24,22,101.5,101.8,1021,0,84,1056
116,11:10:50,476,A,13,1,2,c,64,24,22,101.5,101.8,1021,0,47,1056
116,11:07:47,481,A,13,1,4,c,253,24,22,101.5,101.8,1021,0,121,1056
116,11:11:42,483,A,13,1,1,c,20,24,22,101.5,101.8,1021,0,0,1056
116,11:12:05,498,A,13,1,1,c,12,24,22,101.5,101.8,1021,0,0,1056
116,11:11:57,501,A,13,1,3,c,23,24,22,101.5,101.8,1021,0,84,1056
116,11:11:58,504,A,13,1,2,c,24,24,22,101.5,101.8,1021,0,47,1056
116,11:12:36,541,A,13,1,1,c,24,24,22,101.5,101.8,1021,0,0,1056
116,11:12:44,548,A,13,1,2,c,23,24,22,101.5,101.8,1021,0,47,1056
116,11:12:34,551,A,13,1,3,c,35,24,22,101.5,101.8,1021,0,84,1056
116,11:13:04,560,A,13,1,1,c,15,24,22,101.5,101.8,1021,0,0,1056
116,11:13:35,583,A,13,1,1,c,7,24,22,101.5,101.8,1021,0,0,1056
116,11:13:25,594,A,13,1,2,c,28,24,22,101.5,101.8,1021,0,47,1056
116,11:13:40,603,A,13,1,3,c,21,24,22,101.5,101.8,1021,0,84,1056
116,11:14:09,629,A,13,1,1,c,19,24,22,101.5,101.8,1021,0,0,1056
116,11:14:20,641,A,13,1,3,c,20,24,22,101.5,101.8,1021,0,84,1056
116,11:14:13,655,A,13,1,2,c,41,24,22,101.5,101.8,1021,0,47,1056
116,11:12:14,661,A,13,1,4,c,165,24,22,101.5,101.8,1021,0,121,1056
116,11:15:04,675,A,13,1,2,c,10,24,22,101.5,101.8,1021,0,47,1056
116,11:14:57,680,A,13,1,3,c,22,24,22,101.5,101.8,1021,0,84,1056
116,11:14:47,703,A,13,1,1,c,55,24,22,101.5,101.8,1021,0,0,1056
116,11:15:07,716,A,13,1,4,c,47,24,22,101.5,101.8,1021,0,121,1056
116,11:15:22,720,A,13,1,2,c,36,24,22,101.5,101.8,1021,0,47,1056
116,11:16:03,725,A,13,1,1,c,1,24,22,101.5,101.8,1021,0,0,1056
116,11:16:11,738,A,13,1,2,c,5,24,22,101.5,101.8,1021,0,47,1056
116,11:16:15,741,A,13,1,3,c,5,24,22,101.5,101.8,1021,0,84,1056
116,11:16:48,772,A,13,1,3,c,3,24,22,101.5,101.8,1021,0,84,1056
116,11:16:28,775,A,13,1,2,c,27,24,22,101.5,101.8,1021,0,47,1056
116,11:16:13,785,A,13,1,4,c,50,24,22,101.5,101.8,1021,0,121,1056
116,11:16:39,786,A,13,1,1,c,26,24,22,101.5,101.8,1021,0,0,1056
116,11:17:09,814,A,13,1,4,c,23,24,22,101.5,101.8,1021,0,121,1056
116,11:17:11,823,A,13,1,2,c,31,24,22,101.5,101.8,1021,0,47,1056
116,11:17:40,827,A,13,1,4,c,6,24,22,101.5,101.8,1021,0,121,1056
116,11:17:14,828,A,13,1,1,c,33,24,22,101.5,101.8,1021,0,0,1056
116,11:17:55,841,A,13,1,2,c,5,24,22,101.5,101.8,1021,0,47,1056
116,11:17:35,863,A,13,1,3,c,47,24,22,101.5,101.8,1021,0,84,1056
116,11:17:50,866,A,13,1,4,c,35,24,22,101.5,101.8,1021,0,121,1056
116,11:18:04,869,A,13,1,1,c,24,24,22,101.5,101.8,1021,0,0,1056
116,11:18:35,879,A,13,1,3,c,2,24,22,101.5,101.8,1021,0,84,1056
116,11:18:19,881,A,13,1,2,c,20,24,22,101.5,101.8,1021,0,47,1056
116,11:18:51,895,A,13,1,3,c,3,24,22,101.5,101.8,1021,0,84,1056
116,11:18:33,900,A,13,1,4,c,26,24,22,101.5,101.8,1021,0,121,1056
116,11:19:16,929,A,13,1,1,c,12,24,22,101.5,101.8,1021,0,0,1056
116,11:19:09,951,A,13,1,4,c,40,24,22,101.5,101.8,1021,0,121,1056
116,11:18:53,979,A,13,1,2,c,85,24,22,101.5,101.8,1021,0,47,1056
116,11:20:32,996,A,13,1,3,c,4,24,22,101.5,101.8,1021,0,84,1056
116,11:20:29,1002,A,13,1,1,c,12,24,22,101.5,101.8,1021,0,0,1056
116,11:19:59,1009,A,13,1,4,c,55,24,22,101.5,101.8,1021,0,121,1056
116,11:20:55,1051,A,13,1,4,c,34,24,22,101.5,101.8,1021,0,121,1056
116,11:20:27,1059,A,13,1,2,c,71,24,22,101.5,101.8,1021,0,47,1056
116,12:23:23,41,A,13,2,1,c,24,24,22,101.5,101.8,1021,0,0,1050
116,12:24:04,98,A,13,2,1,c,40,24,22,101.5,101.8,1021,0,0,1050
116,12:24:55,111,A,13,2,3,c,2,24,22,101.5,101.8,1021,0,90,1050
116,12:24:42,128,A,13,2,2,c,32,24,22,101.5,101.8,1021,0,46,1050
116,12:24:52,153,A,13,2,1,c,46,24,22,101.5,101.8,1021,0,0,1050
116,12:25:19,173,A,13,2,2,c,39,24,22,101.5,101.8,1021,0,46,1050
116,12:25:52,190,A,13,2,1,c,24,24,22,101.5,101.8,1021,0,0,1050
116,12:26:24,203,A,13,2,1,c,4,24,22,101.5,101.8,1021,0,0,1050
116,12:26:04,209,A,13,2,2,c,30,24,22,101.5,101.8,1021,0,46,1050
116,12:27:09,251,A,13,2,1,c,8,24,22,101.5,101.8,1021,0,0,1050
116,12:27:43,278,A,13,2,3,c,2,24,22,101.5,101.8,1021,0,90,1050
116,12:27:37,293,A,13,2,1,c,21,24,22,101.5,101.8,1021,0,0,1050
116,12:26:42,392,A,13,2,2,c,175,24,22,101.5,101.8,1021,0,46,1050
116,12:30:08,425,A,13,2,3,c,3,24,22,101.5,101.8,1021,0,90,1050
116,12:28:49,427,A,13,2,1,c,84,24,22,101.5,101.8,1021,0,0,1050
116,12:29:42,469,A,13,2,2,c,73,24,22,101.5,101.8,1021,0,46,1050
116,12:30:37,488,A,13,2,1,c,37,24,22,101.5,101.8,1021,0,0,1050
116,12:31:18,525,A,13,2,1,c,33,24,22,101.5,101.8,1021,0,0,1050
116,12:33:01,608,A,13,2,1,c,12,24,22,101.5,101.8,1021,0,0,1050
116,12:33:17,626,A,13,2,1,c,15,24,22,101.5,101.8,1021,0,0,1050
116,12:33:44,641,A,13,2,1,c,3,24,22,101.5,101.8,1021,0,0,1050
116,12:33:59,657,A,13,2,4,c,4,24,22,101.5,101.8,1021,0,146,1050
116,12:34:40,698,A,13,2,3,c,4,24,22,101.5,101.8,1021,0,90,1050
116,12:34:23,729,A,13,2,1,c,52,24,22,101.5,101.8,1021,0,0,1050
116,12:37:21,858,A,13,2,1,c,2,24,22,101.5,101.8,1021,0,0,1050
116,12:37:34,884,A,13,2,1,c,16,24,22,101.5,101.8,1021,0,0,1050
116,12:30:59,916,A,13,2,2,c,443,24,22,101.5,101.8,1021,0,46,1050
116,12:38:56,1016,A,13,2,1,c,67,24,22,101.5,101.8,1021,0,0,1050
116,14:13:46,38,A,13,3,1,c,15,24,22,101.5,101.8,1021,0,0,1068
116,14:14:09,62,A,13,3,1,c,16,24,22,101.5,101.8,1021,0,0,1068
116,14:14:34,76,A,13,3,2,c,5,24,22,101.5,101.8,1021,0,32,1068
116,14:14:30,90,A,13,3,1,c,23,24,22,101.5,101.8,1021,0,0,1068
116,14:14:50,139,A,13,3,2,c,51,24,22,101.5,101.8,1021,0,32,1068
116,14:15:46,146,A,13,3,2,c,3,24,22,101.5,101.8,1021,0,32,1068
116,14:15:06,162,A,13,3,1,c,59,24,22,101.5,101.8,1021,0,0,1068
116,14:16:10,182,A,13,3,4,c,15,24,22,101.5,101.8,1021,0,130,1068
116,14:16:53,214,A,13,3,4,c,3,24,22,101.5,101.8,1021,0,130,1068
116,14:16:55,215,A,13,3,3,c,2,24,22,101.5,101.8,1021,0,76,1068
116,14:16:20,241,A,13,3,1,c,65,24,22,101.5,101.8,1021,0,0,1068
116,14:17:22,244,A,13,3,3,c,5,24,22,101.5,101.8,1021,0,76,1068
116,14:17:20,245,A,13,3,4,c,8,24,22,101.5,101.8,1021,0,130,1068
116,14:15:54,247,A,13,3,2,c,95,24,22,101.5,101.8,1021,0,32,1068
116,14:18:06,287,A,13,3,3,c,4,24,22,101.5,101.8,1021,0,76,1068
116,14:17:38,307,A,13,3,2,c,52,24,22,101.5,101.8,1021,0,32,1068
116,14:18:27,311,A,13,3,3,c,8,24,22,101.5,101.8,1021,0,76,1068
116,14:18:33,315,A,13,3,2,c,5,24,22,101.5,101.8,1021,0,32,1068
116,14:18:55,348,A,13,3,3,c,16,24,22,101.5,101.8,1021,0,76,1068
116,14:18:40,369,A,13,3,2,c,52,24,22,101.5,101.8,1021,0,32,1068
116,14:19:22,371,A,13,3,3,c,13,24,22,101.5,101.8,1021,0,76,1068
116,14:17:36,393,A,13,3,4,c,139,24,22,101.5,101.8,1021,0,130,1068
116,14:19:43,407,A,13,3,2,c,27,24,22,101.5,101.8,1021,0,32,1068
116,14:19:39,425,A,13,3,3,c,49,24,22,101.5,101.8,1021,0,76,1068
116,14:20:07,432,A,13,3,4,c,28,24,22,101.5,101.8,1021,0,130,1068
116,14:20:47,446,A,13,3,4,c,1,24,22,101.5,101.8,1021,0,130,1068
116,14:17:34,472,A,13,3,1,c,220,24,22,101.5,101.8,1021,0,0,1068
116,14:20:18,477,A,13,3,2,c,62,24,22,101.5,101.8,1021,0,32,1068
116,14:21:17,483,A,13,3,1,c,8,24,22,101.5,101.8,1021,0,0,1068
116,14:21:23,492,A,13,3,2,c,11,24,22,101.5,101.8,1021,0,32,1068
116,14:21:39,512,A,13,3,1,c,16,24,22,101.5,101.8,1021,0,0,1068
116,14:21:03,521,A,13,3,4,c,60,24,22,101.5,101.8,1021,0,130,1068
116,14:21:37,530,A,13,3,2,c,37,24,22,101.5,101.8,1021,0,32,1068
116,14:21:05,539,A,13,3,3,c,76,24,22,101.5,101.8,1021,0,76,1068
116,14:22:19,549,A,13,3,4,c,12,24,22,101.5,101.8,1021,0,130,1068
116,14:22:36,570,A,13,3,3,c,17,24,22,101.5,101.8,1021,0,76,1068
116,14:22:28,575,A,13,3,2,c,29,24,22,101.5,101.8,1021,0,32,1068
116,14:22:55,589,A,13,3,4,c,17,24,22,101.5,101.8,1021,0,130,1068
116,14:22:01,628,A,13,3,1,c,110,24,22,101.5,101.8,1021,0,0,1068
116,14:23:01,631,A,13,3,2,c,53,24,22,101.5,101.8,1021,0,32,1068
116,14:23:22,639,A,13,3,4,c,40,24,22,101.5,101.8,1021,0,130,1068
116,14:24:15,663,A,13,3,4,c,11,24,22,101.5,101.8,1021,0,130,1068
116,14:24:42,681,A,13,3,3,c,2,24,22,101.5,101.8,1021,0,76,1068
116,14:23:56,690,A,13,3,1,c,56,24,22,101.5,101.8,1021,0,0,1068
116,14:25:00,699,A,13,3,3,c,1,24,22,101.5,101.8,1021,0,76,1068
116,14:24:58,701,A,13,3,1,c,5,24,22,101.5,101.8,1021,0,0,1068
116,14:25:17,731,A,13,3,1,c,18,24,22,101.5,101.8,1021,0,0,1068
116,14:23:58,756,A,13,3,2,c,121,24,22,101.5,101.8,1021,0,32,1068
116,14:25:38,760,A,13,3,4,c,26,24,22,101.5,101.8,1021,0,130,1068
116,14:26:02,764,A,13,3,2,c,4,24,22,101.5,101.8,1021,0,32,1068
116,14:25:56,777,A,13,3,3,c,24,24,22,101.5,101.8,1021,0,76,1068
116,14:26:14,783,A,13,3,4,c,11,24,22,101.5,101.8,1021,0,130,1068
116,14:26:36,803,A,13,3,4,c,9,24,22,101.5,101.8,1021,0,130,1068
116,14:26:42,805,A,13,3,3,c,5,24,22,101.5,101.8,1021,0,76,1068
116,14:25:37,813,A,13,3,1,c,79,24,22,101.5,101.8,1021,0,0,1068
116,14:27:13,854,A,13,3,4,c,24,24,22,101.5,101.8,1021,0,130,1068
116,14:27:18,857,A,13,3,3,c,22,24,22,101.5,101.8,1021,0,76,1068
116,14:26:10,872,A,13,3,2,c,105,24,22,101.5,101.8,1021,0,32,1068
116,14:28:03,886,A,13,3,4,c,5,24,22,101.5,101.8,1021,0,130,1068
116,14:27:02,922,A,13,3,1,c,103,24,22,101.5,101.8,1021,0,0,1068
116,14:28:39,929,A,13,3,4,c,13,24,22,101.5,101.8,1021,0,130,1068
116,14:29:05,944,A,13,3,3,c,2,24,22,101.5,101.8,1021,0,76,1068
116,14:28:59,953,A,13,3,4,c,16,24,22,101.5,101.8,1021,0,130,1068
116,14:29:13,965,A,13,3,3,c,15,24,22,101.5,101.8,1021,0,76,1068
116,14:29:31,975,A,13,3,3,c,8,24,22,101.5,101.8,1021,0,76,1068
116,14:29:44,984,A,13,3,3,c,2,24,22,101.5,101.8,1021,0,76,1068
116,14:28:48,994,A,13,3,1,c,69,24,22,101.5,101.8,1021,0,0,1068
116,14:29:34,1025,A,13,3,4,c,54,24,22,101.5,101.8,1021,0,130,1068
116,14:29:54,1027,A,13,3,3,c,36,24,22,101.5,101.8,1021,0,76,1068
116,14:27:59,1054,A,13,3,2,c,177,24,22,101.5,101.8,1021,0,32,1068
116,14:30:39,1058,A,13,3,4,c,21,24,22,101.5,101.8,1021,0,130,1068
116,14:31:03,1062,A,13,3,3,c,1,24,22,101.5,101.8,1021,0,76,1068
116,14:30:31,1063,A,13,3,1,c,35,24,22,101.5,101.8,1021,0,0,1068
116,15:09:42,662,A,13,4,1,c,11,24,22,101.5,101.8,1021,0,0,1020
116,15:10:06,694,A,13,4,1,c,19,24,22,101.5,101.8,1021,0,0,1020
116,15:12:39,833,A,13,4,1,c,6,24,22,101.5,101.8,1021,0,0,1020
116,15:14:48,962,A,13,4,1,c,5,24,22,101.5,101.8,1021,0,0,1020
116,15:02:31,222,A,13,4,2,c,2,24,22,101.5,101.8,1021,0,45,1020
116,15:04:44,356,A,13,4,2,c,3,24,22,101.5,101.8,1021,0,45,1020
116,15:07:15,506,A,13,4,2,c,4,24,22,101.5,101.8,1021,0,45,1020
116,15:10:10,682,A,13,4,2,c,3,24,22,101.5,101.8,1021,0,45,1020
116,15:10:57,729,A,13,4,2,c,3,24,22,101.5,101.8,1021,0,45,1020
116,15:00:51,228,A,13,4,3,c,108,24,22,101.5,101.8,1021,0,72,1020
116,15:02:59,269,A,13,4,3,c,21,24,22,101.5,101.8,1021,0,72,1020
116,15:03:25,277,A,13,4,3,c,2,24,22,101.5,101.8,1021,0,72,1020
116,15:03:30,312,A,13,4,3,c,32,24,22,101.5,101.8,1021,0,72,1020
116,15:05:04,386,A,13,4,3,c,13,24,22,101.5,101.8,1021,0,72,1020
116,15:05:52,454,A,13,4,3,c,33,24,22,101.5,101.8,1021,0,72,1020
116,15:06:31,463,A,13,4,3,c,2,24,22,101.5,101.8,1021,0,72,1020
116,15:07:20,522,A,13,4,3,c,13,24,22,101.5,101.8,1021,0,72,1020
116,15:08:55,609,A,13,4,3,c,4,24,22,101.5,101.8,1021,0,72,1020
116,15:09:40,731,A,13,4,3,c,82,24,22,101.5,101.8,1021,0,72,1020
116,15:11:29,763,A,13,4,3,c,4,24,22,101.5,101.8,1021,0,72,1020
116,15:11:40,774,A,13,4,3,c,5,24,22,101.5,101.8,1021,0,72,1020
116,15:12:03,809,A,13,4,3,c,17,24,22,101.5,101.8,1021,0,72,1020
116,15:12:33,826,A,13,4,3,c,4,24,22,101.5,101.8,1021,0,72,1020
116,15:13:31,917,A,13,4,3,c,37,24,22,101.5,101.8,1021,0,72,1020
116,15:14:12,1001,A,13,4,3,c,80,24,22,101.5,101.8,1021,0,72,1020
116,15:01:18,152,A,13,4,4,c,4,24,22,101.5,101.8,1021,0,107,1020
116,15:01:28,223,A,13,4,4,c,66,24,22,101.5,101.8,1021,0,107,1020
116,15:02:38,377,A,13,4,4,c,151,24,22,101.5,101.8,1021,0,107,1020
116,15:05:11,529,A,13,4,4,c,149,24,22,101.5,101.8,1021,0,107,1020
116,15:07:46,637,A,13,4,4,c,101,24,22,101.5,101.8,1021,0,107,1020
116,15:09:29,659,A,13,4,4,c,21,24,22,101.5,101.8,1021,0,107,1020
116,15:09:51,729,A,13,4,4,c,68,24,22,101.5,101.8,1021,0,107,1020
116,15:11:05,780,A,13,4,4,c,45,24,22,101.5,101.8,1021,0,107,1020
116,15:11:56,820,A,13,4,4,c,34,24,22,101.5,101.8,1021,0,107,1020
116,15:12:35,843,A,13,4,4,c,19,24,22,101.5,101.8,1021,0,107,1020
116,15:12:57,882,A,13,4,4,c,36,24,22,101.5,101.8,1021,0,107,1020
116,15:13:38,889,A,13,4,4,c,1,24,22,101.5,101.8,1021,0,107,1020
116,15:13:47,955,A,13,4,4,c,59,24,22,101.5,101.8,1021,0,107,1020
116,15:14:49,977,A,13,4,4,c,19,24,22,101.5,101.8,1021,0,107,1020
116,15:15:18,1014,A,13,4,4,c,34,24,22,101.5,101.8,1021,0,107,1020
118,15:23:22,37,A,14,1,1,c,3,24,22,101.4,101.6,1019,0,0,1049
118,15:24:11,118,A,14,1,1,c,34,24,22,101.4,101.6,1019,0,0,1049
118,15:25:36,172,A,14,1,1,c,4,24,22,101.4,101.6,1019,0,0,1049
118,15:26:01,198,A,14,1,1,c,4,24,22,101.4,101.6,1019,0,0,1049
118,15:25:14,255,A,14,1,3,c,108,24,22,101.4,101.6,1019,0,132,1049
118,15:27:09,264,A,14,1,1,c,2,24,22,101.4,101.6,1019,0,0,1049
118,15:27:06,276,A,14,1,3,c,17,24,22,101.4,101.6,1019,0,132,1049
118,15:27:01,292,A,14,1,4,c,39,24,22,101.4,101.6,1019,0,185,1049
118,15:27:36,301,A,14,1,1,c,12,24,22,101.4,101.6,1019,0,0,1049
118,15:27:42,314,A,14,1,4,c,19,24,22,101.4,101.6,1019,0,185,1049
118,15:27:34,318,A,14,1,3,c,32,24,22,101.4,101.6,1019,0,132,1049
118,15:28:23,341,A,14,1,1,c,7,24,22,101.4,101.6,1019,0,0,1049
118,15:28:17,362,A,14,1,4,c,33,24,22,101.4,101.6,1019,0,185,1049
118,15:28:35,365,A,14,1,1,c,17,24,22,101.4,101.6,1019,0,0,1049
118,15:28:14,380,A,14,1,3,c,54,24,22,101.4,101.6,1019,0,132,1049
118,15:29:10,385,A,14,1,1,c,2,24,22,101.4,101.6,1019,0,0,1049
118,15:28:53,404,A,14,1,4,c,39,24,22,101.4,101.6,1019,0,185,1049
118,15:29:42,436,A,14,1,4,c,21,24,22,101.4,101.6,1019,0,185,1049
118,15:29:21,448,A,14,1,3,c,54,24,22,101.4,101.6,1019,0,132,1049
118,15:30:19,457,A,14,1,3,c,6,24,22,101.4,101.6,1019,0,132,1049
118,15:30:28,467,A,14,1,1,c,6,24,22,101.4,101.6,1019,0,0,1049
118,15:31:14,507,A,14,1,1,c,1,24,22,101.4,101.6,1019,0,0,1049
118,15:30:32,515,A,14,1,4,c,51,24,22,101.4,101.6,1019,0,185,1049
118,15:30:30,517,A,14,1,3,c,55,24,22,101.4,101.6,1019,0,132,1049
118,15:31:30,532,A,14,1,4,c,10,24,22,101.4,101.6,1019,0,185,1049
118,15:31:27,545,A,14,1,3,c,25,24,22,101.4,101.6,1019,0,132,1049
118,15:31:49,546,A,14,1,4,c,4,24,22,101.4,101.6,1019,0,185,1049
118,15:31:57,590,A,14,1,3,c,40,24,22,101.4,101.6,1019,0,132,1049
118,15:32:41,598,A,14,1,1,c,5,24,22,101.4,101.6,1019,0,0,1049
118,15:32:44,600,A,14,1,3,c,4,24,22,101.4,101.6,1019,0,132,1049
118,15:33:16,630,A,14,1,1,c,2,24,22,101.4,101.6,1019,0,0,1049
118,15:33:19,632,A,14,1,2,c,1,24,22,101.4,101.6,1019,0,73,1049
118,15:31:55,642,A,14,1,4,c,94,24,22,101.4,101.6,1019,0,185,1049
118,15:33:26,647,A,14,1,3,c,9,24,22,101.4,101.6,1019,0,132,1049
118,15:33:36,659,A,14,1,1,c,11,24,22,101.4,101.6,1019,0,0,1049
118,15:33:50,665,A,14,1,4,c,4,24,22,101.4,101.6,1019,0,185,1049
118,15:33:41,672,A,14,1,3,c,19,24,22,101.4,101.6,1019,0,132,1049
118,15:34:07,702,A,14,1,1,c,23,24,22,101.4,101.6,1019,0,0,1049
118,15:34:35,710,A,14,1,1,c,2,24,22,101.4,101.6,1019,0,0,1049
118,15:34:15,712,A,14,1,3,c,25,24,22,101.4,101.6,1019,0,132,1049
118,15:35:01,740,A,14,1,1,c,6,24,22,101.4,101.6,1019,0,0,1049
118,15:33:58,754,A,14,1,4,c,84,24,22,101.4,101.6,1019,0,185,1049
118,15:35:32,771,A,14,1,1,c,6,24,22,101.4,101.6,1019,0,0,1049
118,15:34:44,790,A,14,1,3,c,73,24,22,101.4,101.6,1019,0,132,1049
118,15:36:04,803,A,14,1,3,c,7,24,22,101.4,101.6,1019,0,132,1049
118,15:36:13,820,A,14,1,1,c,15,24,22,101.4,101.6,1019,0,0,1049
118,15:36:31,825,A,14,1,1,c,2,24,22,101.4,101.6,1019,0,0,1049
118,15:36:35,832,A,14,1,3,c,4,24,22,101.4,101.6,1019,0,132,1049
118,15:36:24,839,A,14,1,4,c,22,24,22,101.4,101.6,1019,0,185,1049
118,15:36:58,861,A,14,1,4,c,10,24,22,101.4,101.6,1019,0,185,1049
118,15:37:07,863,A,14,1,1,c,3,24,22,101.4,101.6,1019,0,0,1049
118,15:36:56,869,A,14,1,3,c,21,24,22,101.4,101.6,1019,0,132,1049
118,15:37:20,881,A,14,1,3,c,9,24,22,101.4,101.6,1019,0,132,1049
118,15:37:13,923,A,14,1,4,c,57,24,22,101.4,101.6,1019,0,185,1049
118,15:37:41,928,A,14,1,3,c,34,24,22,101.4,101.6,1019,0,132,1049
118,15:38:32,945,A,14,1,3,c,1,24,22,101.4,101.6,1019,0,132,1049
118,15:38:44,1004,A,14,1,3,c,50,24,22,101.4,101.6,1019,0,132,1049
118,15:38:13,1017,A,14,1,4,c,92,24,22,101.4,101.6,1019,0,185,1049
118,15:40:09,1056,A,14,1,3,c,14,24,22,101.4,101.6,1019,0,132,1049
118,15:39:53,1057,A,14,1,4,c,33,24,22,101.4,101.6,1019,0,185,1049
118,15:42:15,25,A,14,2,1,c,4,24,22,101.4,101.6,1019,0,0,1052
118,15:43:58,129,A,14,2,2,c,2,24,22,101.4,101.6,1019,0,56,1052
118,15:44:03,132,A,14,2,1,c,1,24,22,101.4,101.6,1019,0,0,1052
118,15:44:25,155,A,14,2,2,c,1,24,22,101.4,101.6,1019,0,56,1052
118,15:44:51,195,A,14,2,2,c,16,24,22,101.4,101.6,1019,0,56,1052
118,15:45:49,283,A,14,2,4,c,45,24,22,101.4,101.6,1019,0,141,1052
118,15:45:51,289,A,14,2,2,c,49,24,22,101.4,101.6,1019,0,56,1052
118,15:46:42,298,A,14,2,4,c,7,24,22,101.4,101.6,1019,0,141,1052
118,15:46:48,306,A,14,2,2,c,10,24,22,101.4,101.6,1019,0,56,1052
118,15:47:12,345,A,14,2,2,c,25,24,22,101.4,101.6,1019,0,56,1052
118,15:47:30,347,A,14,2,1,c,8,24,22,101.4,101.6,1019,0,0,1052
